County,State,Temp,Temp Anomaly (1901-2000 base period),Temp 1901-2000 Mean,Precipitation,Prec Anomaly (1901-2000 base period),Prec 1901-2000 Mean,Z Palmer Index,Z Anomaly (1901-2000 base period),Z 1901-2000 Mean
Marshall ,Iowa,51.3,3.9,47.5,36.41,3.77,32.64,0.01,-0.03,0.05
Mills ,Iowa,53.9,3.6,50.3,28.3,-3.48,31.78,-0.98,-1,0.02
Mitchell ,Iowa,48.4,4,44.3,39,7.02,31.98,0.33,0.22,0.11
Monona ,Iowa,52.1,4.1,48,29.13,0.44,28.69,-0.19,-0.42,0.23
Monroe ,Iowa,53.4,3.3,50.1,35.33,1.07,34.26,-0.22,-0.23,0.01
Montgomery ,Iowa,53.3,3.7,49.7,31.95,-0.61,32.56,-0.64,-0.66,0.02
Muscatine ,Iowa,52.8,3.5,49.3,36.7,2.22,34.48,0.16,0.11,0.05
O&#039;Brien ,Iowa,49.7,4.3,45.4,38.12,9.95,28.17,0.79,0.64,0.14
Osceola ,Iowa,48.7,4.1,44.6,37.74,9.92,27.82,0.78,0.64,0.14
Page ,Iowa,54,3.7,50.3,32.65,-0.78,33.43,-0.66,-0.68,0.02
Palo Alto ,Iowa,49.9,4.6,45.3,38.16,8.47,29.69,0.62,0.45,0.17
Plymouth ,Iowa,50.6,4.1,46.5,31.92,4.62,27.3,0.55,0.36,0.18
Pocahontas ,Iowa,50.3,4,46.3,31.92,1.88,30.04,-0.01,-0.15,0.14
Polk ,Iowa,53.1,3.9,49.2,35.97,3.87,32.1,0.17,0.12,0.06
Pottawattamie ,Iowa,53,3.6,49.4,31.17,0.21,30.96,-0.55,-0.61,0.06
Poweshiek ,Iowa,52.1,4.1,48,37.63,3.53,34.1,0.02,0,0.02
Ringgold ,Iowa,53.5,4,49.5,33.79,-0.85,34.64,-0.41,-0.51,0.1
Sac ,Iowa,51.1,4.6,46.6,27.59,-2.1,29.69,-0.63,-0.71,0.08
Scott ,Iowa,53.3,4.4,48.9,35.83,0.94,34.89,-0.17,-0.18,0.02
Shelby ,Iowa,51.8,3.8,48,32.39,1.37,31.02,-0.26,-0.35,0.09
Sioux ,Iowa,49.8,3.9,45.9,34.91,8.05,26.86,0.73,0.55,0.17
Story ,Iowa,51.8,4.1,47.7,35.95,4.04,31.91,0.13,0.07,0.06
Tama ,Iowa,51,3.8,47.2,35.62,1.5,34.12,-0.26,-0.29,0.03
Taylor ,Iowa,53.4,3.9,49.5,35.06,0.67,34.39,-0.34,-0.42,0.08
Union ,Iowa,52.8,3.8,49,34.19,0.25,33.94,-0.33,-0.39,0.07
Van Buren ,Iowa,53.2,2.3,50.8,36.8,1.69,35.11,0.12,0.13,0
Wapello ,Iowa,53.3,3.3,50,36.56,2.06,34.5,-0.02,-0.06,0.04
Warren ,Iowa,53.6,3.7,49.9,38.23,5.3,32.93,0.29,0.26,0.03
Washington ,Iowa,52.9,3.7,49.2,35.26,0.95,34.31,-0.18,-0.25,0.07
Wayne ,Iowa,53.4,3.4,50,35.36,0.3,35.06,-0.28,-0.32,0.04
Webster ,Iowa,50.5,3.6,46.8,32.83,1.59,31.24,-0.02,-0.15,0.13
Winnebago ,Iowa,48.6,4.1,44.5,40.92,9.58,31.34,0.65,0.56,0.09
Winneshiek ,Iowa,49.1,4.9,44.2,37.52,4.42,33.1,0.02,-0.1,0.13
Woodbury ,Iowa,51.4,4.1,47.3,28.92,1.12,27.8,0.11,-0.12,0.23
Worth ,Iowa,48.5,4.1,44.4,39.62,7.7,31.92,0.49,0.35,0.14
Wright ,Iowa,49.6,3.7,45.9,35.14,4.09,31.05,0.21,0.07,0.13
Allen ,Kansas,58.8,2.8,56,44.16,4.9,39.26,0.33,0.26,0.07
Anderson ,Kansas,58,2.8,55.3,41.58,2.35,39.23,0.07,0.05,0.02
Atchison ,Kansas,56.5,3.5,53,36.26,1.02,35.24,-0.11,-0.18,0.07
Barber ,Kansas,60.6,4.1,56.6,28.88,2.97,25.91,-0.01,-0.1,0.09
Barton ,Kansas,56.7,2.3,54.3,21.88,-2.91,24.79,-0.62,-0.76,0.14
Bourbon ,Kansas,59,2.9,56.1,44.74,4.38,40.36,0.24,0.16,0.08
Brown ,Kansas,55.8,3.6,52.2,35.88,1.37,34.51,-0.3,-0.35,0.05
Butler ,Kansas,59.2,3.6,55.6,31.46,-1.83,33.29,-0.35,-0.38,0.04
Chase ,Kansas,57.5,2.9,54.6,33.73,0.94,32.79,0.12,0.06,0.06
Chautauqua ,Kansas,60.9,3.5,57.4,37.99,1.16,36.83,-0.19,-0.26,0.07
Cherokee ,Kansas,60.9,3.4,57.5,41.68,0.01,41.67,-0.12,-0.22,0.1
Cheyenne ,Kansas,55.2,4.4,50.7,18.15,-0.67,18.82,-0.75,-0.93,0.18
Clark ,Kansas,59.7,3.2,56.5,25.08,2.8,22.28,0.01,-0.09,0.1
Clay ,Kansas,57.1,3.5,53.6,28.95,-1.31,30.26,-0.66,-0.69,0.03
Cloud ,Kansas,57,3.8,53.2,25.69,-2.42,28.11,-0.92,-0.93,0
Coffey ,Kansas,59.1,4,55,36.39,-0.7,37.09,-0.34,-0.35,0.01
Comanche ,Kansas,60,3.5,56.4,26.37,2.33,24.04,0.01,-0.04,0.05
Cowley ,Kansas,60.5,3.7,56.8,31.95,-1.76,33.71,-0.33,-0.42,0.09
Crawford ,Kansas,59.9,3.2,56.7,40.65,-0.39,41.04,-0.17,-0.27,0.1
Decatur ,Kansas,54.8,3.5,51.3,21.01,0.16,20.85,-0.61,-0.71,0.1
Dickinson ,Kansas,58,3.8,54.3,31.38,0.62,30.76,-0.18,-0.25,0.07
Doniphan ,Kansas,56.5,3.5,53,37.17,1.7,35.47,-0.04,-0.09,0.05
Douglas ,Kansas,58.1,3.7,54.4,33.41,-2.93,36.34,-0.45,-0.52,0.07
Edwards ,Kansas,58,3.2,54.8,28.49,5.79,22.7,0.47,0.34,0.13
Elk ,Kansas,59.9,3.4,56.4,36.24,-0.23,36.47,-0.31,-0.39,0.08
Ellis ,Kansas,56.7,3.2,53.5,22.9,-0.24,23.14,-0.46,-0.59,0.13
Ellsworth ,Kansas,57.7,3.3,54.4,24.88,-1.81,26.69,-0.65,-0.75,0.1
Finney ,Kansas,57.2,3.7,53.4,19.01,0.26,18.75,-0.57,-0.65,0.08
Ford ,Kansas,58.2,3.5,54.7,27.21,5.58,21.63,0.33,0.23,0.1
Franklin ,Kansas,58.1,3.3,54.8,37.57,0.04,37.53,-0.16,-0.19,0.03
Geary ,Kansas,57.5,3.5,53.9,35.74,3.08,32.66,0.22,0.15,0.07
Gove ,Kansas,56.4,3.7,52.7,20.49,0.74,19.75,-0.48,-0.57,0.08
Graham ,Kansas,55.8,3.1,52.7,21.49,-0.37,21.86,-0.61,-0.71,0.1
Grant ,Kansas,57.5,3.1,54.4,15.48,-2.18,17.66,-0.72,-0.83,0.1
Gray ,Kansas,57.6,3.5,54.2,22.66,2.61,20.05,-0.23,-0.31,0.09
Greeley ,Kansas,54.7,2.9,51.8,18.56,1.65,16.91,0.03,-0.18,0.21
Greenwood ,Kansas,59,3.6,55.5,29.13,-6.24,35.37,-0.81,-0.84,0.03
Hamilton ,Kansas,56.3,2.9,53.4,16.56,0.08,16.48,-0.3,-0.48,0.18
Harper ,Kansas,60.9,3.8,57.1,26.53,-1.75,28.28,-0.31,-0.4,0.09
Harvey ,Kansas,58.7,3.3,55.4,29.85,-1.24,31.09,-0.43,-0.47,0.04
Haskell ,Kansas,57.5,3.2,54.3,18.54,-0.68,19.22,-0.57,-0.65,0.08
Hodgeman ,Kansas,58,3.5,54.5,24.54,3.91,20.63,-0.01,-0.15,0.14
Jackson ,Kansas,56.1,3.2,52.9,36.71,2.41,34.3,0.08,-0.04,0.12
Jefferson ,Kansas,57.2,3.6,53.6,33.52,-1.98,35.5,-0.49,-0.58,0.09
Jewell ,Kansas,55.7,3.7,52,24.03,-2.11,26.14,-0.86,-0.85,0
Johnson ,Kansas,58.3,4,54.2,34.05,-3.16,37.21,-0.53,-0.6,0.07
Kearny ,Kansas,56.9,3.5,53.4,17.12,-0.27,17.39,-0.53,-0.66,0.13
Kingman ,Kansas,59.4,3.3,56.1,29.46,1.56,27.9,-0.07,-0.14,0.06
Kiowa ,Kansas,58.7,3.3,55.4,28.66,5.08,23.58,0.31,0.22,0.09
Labette ,Kansas,60.6,3.1,57.6,41.75,1.59,40.16,0.03,-0.03,0.06
Lane ,Kansas,56.9,4,52.9,20.4,0.7,19.7,-0.56,-0.65,0.08
Leavenworth ,Kansas,57.8,3.9,53.9,33.23,-2.6,35.83,-0.5,-0.58,0.08
Lincoln ,Kansas,57.4,3.6,53.8,22.39,-3.39,25.78,-0.98,-1.06,0.07
Linn ,Kansas,58.3,2.8,55.5,41.39,1.25,40.14,-0.06,-0.09,0.02
Logan ,Kansas,56.1,3.9,52.2,18.41,0.04,18.37,-0.53,-0.61,0.09
Lyon ,Kansas,58.2,3.9,54.4,34.17,-0.73,34.9,-0.25,-0.27,0.03
McPherson ,Kansas,58.1,3.4,54.7,28.47,-0.99,29.46,-0.55,-0.65,0.11
Marion ,Kansas,57.7,3.1,54.6,30.92,-0.93,31.85,-0.38,-0.47,0.09
Marshall ,Kansas,55.4,3.1,52.3,34.34,2.89,31.45,0.27,0.14,0.12
Meade ,Kansas,59.1,3.2,55.9,22.35,1.93,20.42,-0.15,-0.25,0.1
Miami ,Kansas,58.3,3.6,54.7,37.39,-1.53,38.92,-0.31,-0.35,0.04
Mitchell ,Kansas,56.5,3.3,53.1,22.52,-3.04,25.56,-1.02,-1.05,0.03
Montgomery ,Kansas,60.9,3.1,57.8,38.24,0.44,37.8,-0.15,-0.21,0.06
Morris ,Kansas,57.2,3.4,53.8,34.43,1.26,33.17,0.03,-0.04,0.07
Morton ,Kansas,57.9,2.9,55,18.61,1.68,16.94,-0.12,-0.24,0.12
Nemaha ,Kansas,55.2,3.2,52,34.85,1.64,33.21,-0.07,-0.18,0.11
Neosho ,Kansas,59.9,3.1,56.8,42.07,2.25,39.82,0.06,-0.02,0.08
Ness ,Kansas,57.2,3.2,53.9,21.22,0.2,21.02,-0.46,-0.6,0.14
Norton ,Kansas,54.7,3,51.6,23.24,1.26,21.98,-0.34,-0.48,0.14
Osage ,Kansas,58.2,3.9,54.3,34.78,-1.02,35.8,-0.31,-0.36,0.05
Osborne ,Kansas,56.4,3.3,53.1,22.92,-0.98,23.9,-0.73,-0.76,0.04
Ottawa ,Kansas,57.8,3.9,53.9,24.91,-2.94,27.85,-0.97,-1.05,0.07
Pawnee ,Kansas,57.1,2.7,54.4,22.72,-0.19,22.91,-0.41,-0.56,0.15
Phillips ,Kansas,55.3,3.1,52.2,20.94,-2.22,23.16,-0.97,-1.09,0.13
Pottawatomie ,Kansas,56.3,3.1,53.2,36.71,3.66,33.05,0.32,0.2,0.12
Pratt ,Kansas,58.7,3.3,55.4,26.27,1.11,25.16,-0.33,-0.41,0.08
Rawlins ,Kansas,54.9,3.8,51,17.7,-2.11,19.81,-0.91,-1.08,0.17
Reno ,Kansas,58.7,3.1,55.5,25.24,-2.28,27.52,-0.7,-0.75,0.05
Republic ,Kansas,55.9,3.9,52,23.74,-4.23,27.97,-1.2,-1.19,0
Rice ,Kansas,57.7,2.9,54.8,26.87,0.13,26.74,-0.28,-0.39,0.11
Riley ,Kansas,56.9,3.3,53.6,34.74,2.94,31.8,0.17,0.09,0.09
Rooks ,Kansas,56.2,3.1,53.1,20.25,-2.76,23.01,-0.83,-0.93,0.1
Rush ,Kansas,56.6,2.6,54,21.58,-1.24,22.82,-0.56,-0.71,0.16
Russell ,Kansas,57.3,3.5,53.9,21.23,-3.28,24.51,-0.95,-1.03,0.08
Saline ,Kansas,58.3,3.7,54.5,24.59,-4.25,28.84,-1.06,-1.13,0.07
Scott ,Kansas,56.6,4,52.6,19.4,0.67,18.73,-0.59,-0.66,0.06
Sedgwick ,Kansas,59.8,3.5,56.3,30.09,-0.52,30.61,-0.13,-0.17,0.04
Seward ,Kansas,58.5,3,55.4,19.34,0.14,19.2,-0.26,-0.34,0.09
Shawnee ,Kansas,57.5,3.6,54,32.65,-2.19,34.84,-0.43,-0.51,0.09
Sheridan ,Kansas,55.2,3.4,51.9,20.68,-0.12,20.8,-0.66,-0.75,0.1
Sherman ,Kansas,55,4.4,50.5,16.35,-1.88,18.23,-0.84,-1.09,0.25
Smith ,Kansas,55.4,3.2,52.2,23.57,-0.37,23.94,-0.44,-0.49,0.04
Stafford ,Kansas,57.4,2.6,54.8,22.29,-2.46,24.75,-0.67,-0.78,0.11
Stanton ,Kansas,57.3,2.9,54.4,16.46,-0.1,16.56,-0.39,-0.54,0.15
Stevens ,Kansas,58.2,3.1,55.1,18.21,0.07,18.14,-0.33,-0.41,0.08
Sumner ,Kansas,60.9,3.8,57.2,27.67,-3.38,31.05,-0.5,-0.57,0.08
Thomas ,Kansas,55.1,3.9,51.2,16.81,-2.72,19.53,-1.04,-1.17,0.12
Trego ,Kansas,56.4,3.1,53.2,21.62,0.1,21.52,-0.51,-0.63,0.12
Wabaunsee ,Kansas,57.1,3.4,53.7,35.51,1.21,34.3,0.11,-0.01,0.11
Wallace ,Kansas,55.3,3.9,51.4,16.99,-0.62,17.61,-0.57,-0.77,0.2
Washington ,Kansas,55.4,3.1,52.3,28.85,-0.85,29.7,-0.41,-0.48,0.07
Wichita ,Kansas,55.7,3.4,52.3,19.51,1.72,17.79,-0.21,-0.38,0.17
Wilson ,Kansas,60.2,3.3,56.9,37.45,-0.3,37.75,-0.29,-0.36,0.08
Woodson ,Kansas,59.4,3.6,55.9,37.79,0.23,37.56,-0.13,-0.18,0.04
Wyandotte ,Kansas,58.1,4,54.1,33.17,-3.08,36.25,-0.57,-0.64,0.07
Adair ,Kentucky,58.8,3.1,55.6,52.66,2.37,50.29,-0.2,-0.18,-0.02
Allen ,Kentucky,59.9,2.7,57.2,57.99,7.69,50.3,0.5,0.49,0
Anderson ,Kentucky,58.4,3.8,54.6,48.56,2.86,45.7,-0.27,-0.24,-0.03
Ballard ,Kentucky,60.8,3.6,57.2,52.75,6.41,46.34,0.16,0.29,-0.13
Barren ,Kentucky,59.7,2.8,56.8,57.5,6.95,50.55,0.35,0.39,-0.04
Bath ,Kentucky,57.3,2.8,54.4,46.91,1.08,45.83,-0.14,-0.15,0.01
Bell ,Kentucky,57,2.3,54.6,53.94,2.21,51.73,0.09,-0.01,0.1
Boone ,Kentucky,57.3,3.9,53.4,43.37,1.94,41.43,-0.38,-0.39,0.01
Bourbon ,Kentucky,57.4,3.4,53.9,44.82,0.02,44.8,-0.44,-0.44,0
Boyd ,Kentucky,57.6,3.5,54.1,41.43,-0.56,41.99,-0.61,-0.62,0.01
Boyle ,Kentucky,58.2,3.5,54.7,51.43,3.5,47.93,-0.31,-0.22,-0.09
Bracken ,Kentucky,56.5,3,53.5,43.51,-0.49,44,-0.42,-0.37,-0.04
Breathitt ,Kentucky,58.3,2.7,55.6,44.86,-1.49,46.35,-0.5,-0.56,0.06
Breckinridge ,Kentucky,57.8,2.4,55.4,51.06,4.31,46.75,0.08,0.13,-0.06
Bullitt ,Kentucky,59,3.6,55.4,47.11,1.67,45.44,-0.25,-0.21,-0.04
Butler ,Kentucky,59.9,3.1,56.7,57.43,9.37,48.06,0.47,0.52,-0.05
Caldwell ,Kentucky,59.9,2.7,57.1,49.88,2.45,47.43,0.07,0.08,-0.02
Calloway ,Kentucky,60.5,2.6,57.9,55.21,6.2,49.01,0.21,0.23,-0.02
Campbell ,Kentucky,57.4,3.7,53.6,44.96,3.22,41.74,-0.14,-0.18,0.03
Carlisle ,Kentucky,61.1,3.6,57.5,52.85,5.69,47.16,0.07,0.2,-0.13
Carroll ,Kentucky,58.1,3.9,54.2,45.75,3.14,42.61,-0.11,-0.15,0.03
Carter ,Kentucky,56.7,3.1,53.6,42.18,0.01,42.17,-0.43,-0.44,0
Casey ,Kentucky,57.9,3.1,54.8,54.36,4.54,49.82,-0.06,0,-0.06
Christian ,Kentucky,60.1,2.8,57.3,48.46,0.16,48.3,-0.26,-0.25,-0.01
Clark ,Kentucky,57.9,3.4,54.4,47.67,1.84,45.83,-0.29,-0.24,-0.05
Clay ,Kentucky,58,2.6,55.3,52.46,3.61,48.85,0.11,0.04,0.07
Clinton ,Kentucky,58.9,2.9,55.9,55.78,3.52,52.26,0.11,0.07,0.05
Crittenden ,Kentucky,59.5,2.7,56.8,48.95,2.63,46.32,0.24,0.23,0.01
Cumberland ,Kentucky,59.6,3,56.6,54.04,2.78,51.26,-0.01,-0.02,0.01
Daviess ,Kentucky,58.6,2.4,56.2,49.63,4.8,44.83,0.22,0.28,-0.06
Edmonson ,Kentucky,59.9,3.4,56.5,58.79,8.88,49.91,0.4,0.44,-0.05
Elliott ,Kentucky,56.8,2.8,54,43.47,0.23,43.24,-0.34,-0.32,-0.01
Estill ,Kentucky,58.3,2.9,55.4,49.3,3.24,46.06,-0.08,-0.07,-0.01
Fayette ,Kentucky,58.1,4,54.1,47.37,2.4,44.97,-0.34,-0.27,-0.07
Fleming ,Kentucky,56.5,2.7,53.9,44.3,-0.46,44.76,-0.32,-0.35,0.03
Floyd ,Kentucky,57.9,2.2,55.7,44.54,0.86,43.68,-0.16,-0.16,0.01
Franklin ,Kentucky,58.3,3.8,54.5,46.36,1.78,44.58,-0.41,-0.38,-0.03
Fulton ,Kentucky,61.4,3.2,58.2,56.82,7.9,48.92,0.29,0.36,-0.07
Gallatin ,Kentucky,58,4,54,44.66,2.4,42.26,-0.39,-0.41,0.01
Garrard ,Kentucky,58.3,3.4,55,49.89,3.12,46.77,-0.3,-0.2,-0.1
Grant ,Kentucky,57.4,3.7,53.7,43.76,1.02,42.74,-0.53,-0.49,-0.05
Graves ,Kentucky,60.9,3.3,57.6,53.78,4.76,49.02,-0.01,0.1,-0.11
Grayson ,Kentucky,59,3.4,55.7,55.55,6.53,49.02,0.13,0.19,-0.06
Green ,Kentucky,59.2,3.2,56,47.62,-1.49,49.11,-0.65,-0.64,-0.01
Greenup ,Kentucky,56.9,3.5,53.5,41.8,0.19,41.62,-0.53,-0.46,-0.07
Hancock ,Kentucky,57.5,1.6,55.9,51.16,5.42,45.74,0.33,0.38,-0.05
Hardin ,Kentucky,58.6,3.4,55.2,48.96,2,46.96,-0.31,-0.28,-0.02
Harlan ,Kentucky,56,2.4,53.5,54.56,2.44,52.12,-0.03,-0.08,0.06
Harrison ,Kentucky,57.2,3.3,53.9,42.17,-1.3,43.47,-0.59,-0.57,-0.03
Hart ,Kentucky,59.4,3.3,56.1,52.82,3.42,49.4,-0.21,-0.18,-0.03
Henderson ,Kentucky,59.3,2.8,56.5,44.64,0.23,44.41,-0.23,-0.19,-0.03
Henry ,Kentucky,57.7,3.6,54.1,46.55,2.57,43.98,-0.2,-0.17,-0.04
Hickman ,Kentucky,61.2,3.4,57.8,55.62,7.39,48.23,0.19,0.31,-0.12
Hopkins ,Kentucky,59.7,2.6,57.1,51.12,5.12,46,0.29,0.33,-0.04
Jackson ,Kentucky,57.4,2.7,54.7,51.87,3.59,48.28,-0.01,0.01,-0.01
Jefferson ,Kentucky,58.6,3.3,55.3,47.99,3.89,44.1,0.04,0.09,-0.05
Jessamine ,Kentucky,58.5,4,54.6,48.79,3.31,45.48,-0.33,-0.24,-0.09
Johnson ,Kentucky,57.4,2.5,54.9,44.98,1.23,43.75,-0.15,-0.15,0
Kenton ,Kentucky,57.2,3.8,53.4,44.3,2.58,41.72,-0.28,-0.3,0.02
Knott ,Kentucky,57.3,2.2,55,44.92,-1.06,45.98,-0.42,-0.38,-0.03
Knox ,Kentucky,57.8,2.5,55.3,54.6,4.31,50.29,0.29,0.19,0.1
Larue ,Kentucky,58.8,3.4,55.4,47.45,-0.65,48.1,-0.64,-0.61,-0.02
Laurel ,Kentucky,57.8,2.7,55.1,54.5,5.13,49.37,0.3,0.25,0.05
Lawrence ,Kentucky,57.3,2.9,54.5,43.22,-0.03,43.25,-0.44,-0.44,0
Lee ,Kentucky,58.3,2.6,55.7,47.66,1.09,46.57,-0.22,-0.26,0.05
Leslie ,Kentucky,57.5,2.6,54.9,50,1.08,48.92,-0.13,-0.19,0.06
Letcher ,Kentucky,56.3,2,54.3,46.39,-0.3,46.69,-0.27,-0.26,-0.02
Lewis ,Kentucky,56.2,2.8,53.4,42.13,-1.25,43.38,-0.5,-0.49,-0.01
Lincoln ,Kentucky,57.7,3.1,54.6,52.23,3.66,48.57,-0.19,-0.09,-0.09
Livingston ,Kentucky,60,3,57.1,50.12,2.71,47.41,0.1,0.14,-0.04
Logan ,Kentucky,59.6,2.3,57.2,56.01,7.48,48.53,0.44,0.51,-0.07
Lyon ,Kentucky,60.3,2.8,57.5,50.91,2.75,48.16,-0.01,0.03,-0.04
McCracken ,Kentucky,60.9,3.7,57.2,51.78,4.34,47.44,0.06,0.17,-0.11
McCreary ,Kentucky,57.5,2.4,55.1,52.11,1.52,50.59,-0.08,-0.16,0.08
McLean ,Kentucky,59.4,2.7,56.6,50.95,5.92,45.03,0.27,0.35,-0.08
Madison ,Kentucky,58.3,3.2,55.1,49.15,3.24,45.91,-0.19,-0.12,-0.07
Magoffin ,Kentucky,57.5,2.5,55,44.01,-0.45,44.46,-0.34,-0.37,0.03
Marion ,Kentucky,58.6,3.4,55.2,49.18,0.64,48.54,-0.5,-0.48,-0.02
Marshall ,Kentucky,60.7,3,57.7,51.79,3.59,48.2,-0.01,0.06,-0.07
Martin ,Kentucky,57.8,2.4,55.4,45.29,0.23,45.06,-0.34,-0.35,0
Mason ,Kentucky,56,2.7,53.4,42.52,-1.45,43.97,-0.52,-0.52,-0.01
Meade ,Kentucky,57.8,2.7,55.1,48.5,2.95,45.55,-0.09,-0.02,-0.06
Menifee ,Kentucky,57.3,2.7,54.5,48.34,1.98,46.36,-0.11,-0.11,0.01
Mercer ,Kentucky,58.6,3.9,54.7,50.03,3.55,46.48,-0.32,-0.25,-0.07
Metcalfe ,Kentucky,58.9,2.9,56.1,52.58,2.3,50.29,-0.11,-0.09,-0.02
Monroe ,Kentucky,59.4,2.7,56.7,56.56,4.67,51.89,0.2,0.21,-0.02
Montgomery ,Kentucky,57.4,3.2,54.2,47.86,1.17,46.69,-0.21,-0.21,0
Morgan ,Kentucky,57.3,2.6,54.6,44.84,0.26,44.58,-0.3,-0.29,-0.01
Muhlenberg ,Kentucky,59.5,2.5,57,54.22,7.48,46.74,0.44,0.5,-0.06
Nelson ,Kentucky,58.8,3.5,55.3,47.85,0.82,47.03,-0.37,-0.36,-0.02
Nicholas ,Kentucky,56.8,3,53.8,43.72,-1.12,44.84,-0.48,-0.5,0.02
Ohio ,Kentucky,59,2.8,56.2,54.46,8.06,46.4,0.41,0.46,-0.05
Oldham ,Kentucky,57.4,3.1,54.4,49.08,4.6,44.48,0.16,0.21,-0.04
Owen ,Kentucky,57.8,3.8,54,45.51,1.96,43.55,-0.41,-0.37,-0.03
Owsley ,Kentucky,58.3,2.6,55.7,48.76,1.56,47.2,-0.19,-0.24,0.04
Pendleton ,Kentucky,57.2,3.4,53.8,43.05,-0.11,43.16,-0.5,-0.45,-0.05
Perry ,Kentucky,57.8,2.5,55.3,46.91,-0.43,47.34,-0.37,-0.38,0.01
Pike ,Kentucky,57.7,2.2,55.5,45.87,1.55,44.32,-0.13,-0.12,-0.01
Powell ,Kentucky,58,2.9,55.1,49.39,2.91,46.48,-0.1,-0.09,-0.01
Pulaski ,Kentucky,58,2.7,55.2,54.83,4.98,49.85,0.12,0.13,-0.01
Robertson ,Kentucky,56.6,2.9,53.6,42.33,-1.67,44,-0.57,-0.56,-0.01
Rockcastle ,Kentucky,57.5,2.8,54.8,53.09,3.82,49.27,-0.06,0.01,-0.07
Rowan ,Kentucky,56.6,2.5,54.1,45.55,0.64,44.91,-0.17,-0.17,0
Russell ,Kentucky,58.6,3.1,55.6,56.34,5.46,50.88,0.2,0.21,-0.01
Scott ,Kentucky,57.8,3.8,54,45.73,1.79,43.94,-0.36,-0.33,-0.03
Shelby ,Kentucky,57.7,3.4,54.3,47.76,2.29,45.47,-0.2,-0.15,-0.04
Simpson ,Kentucky,59.9,2.7,57.2,56.9,7.88,49.02,0.4,0.43,-0.03
Spencer ,Kentucky,58.3,3.4,54.9,48.04,1.48,46.56,-0.25,-0.21,-0.04
Taylor ,Kentucky,58.7,3.2,55.4,49.26,-0.27,49.53,-0.54,-0.52,-0.01
Todd ,Kentucky,59.8,2.6,57.2,50.54,2.13,48.41,-0.07,-0.04,-0.03
Trigg ,Kentucky,60.5,2.8,57.6,51.28,2.47,48.81,-0.12,-0.09,-0.03
Trimble ,Kentucky,57.6,3.5,54,46.6,3.33,43.27,0.08,0.08,0.01
Union ,Kentucky,59.2,2.6,56.6,42.41,-2.47,44.88,-0.3,-0.28,-0.02
Warren ,Kentucky,60.4,3.2,57.2,57.16,8.01,49.15,0.39,0.41,-0.03
Washington ,Kentucky,58.6,3.6,54.9,50.14,2.76,47.38,-0.28,-0.25,-0.03
Wayne ,Kentucky,58.2,2.8,55.4,54.37,3.56,50.81,0.07,0,0.07
Webster ,Kentucky,59.4,2.6,56.8,48.06,2.71,45.35,0.13,0.16,-0.03
Whitley ,Kentucky,57.7,2.2,55.4,53.1,2.88,50.22,0.16,0.07,0.09
Wolfe ,Kentucky,57.8,2.7,55.1,45.41,-0.46,45.87,-0.39,-0.44,0.05
Woodford ,Kentucky,58.5,4.1,54.4,48.27,3.21,45.06,-0.32,-0.26,-0.06
Acadia Parish,Louisiana,70.3,2.3,68,59.5,0.91,58.59,-0.16,-0.14,-0.02
Allen Parish,Louisiana,69.4,2.2,67.2,59.91,0.83,59.08,-0.25,-0.18,-0.07
Ascension Parish,Louisiana,70.6,3,67.6,64.8,4.01,60.79,0.09,0.09,0
Assumption Parish,Louisiana,70.7,2.7,68,64.89,3.39,61.5,-0.04,0.02,-0.05
Avoyelles Parish,Louisiana,68.6,1.9,66.7,71.27,13.56,57.71,0.52,0.58,-0.06
Beauregard Parish,Louisiana,69.5,2.7,66.7,60.89,3.72,57.17,-0.1,-0.04,-0.06
Bienville Parish,Louisiana,67.2,3.2,64,64.66,11.49,53.17,0.41,0.43,-0.02
Bossier Parish,Louisiana,67.6,3.3,64.3,62.17,12.63,49.54,0.61,0.56,0.05
Caddo Parish,Louisiana,68,3.3,64.7,64.06,15.76,48.3,0.89,0.84,0.05
Calcasieu Parish,Louisiana,70.5,2.8,67.7,58.01,0.33,57.68,-0.34,-0.27,-0.07
Caldwell Parish,Louisiana,67.3,2.5,64.8,66.64,12.02,54.62,0.55,0.54,0.01
Cameron Parish,Louisiana,71.2,2.7,68.4,57.11,0.06,57.05,-0.36,-0.33,-0.03
Catahoula Parish,Louisiana,67.8,2,65.7,70.62,14.78,55.84,0.6,0.64,-0.04
Claiborne Parish,Louisiana,66.3,2.8,63.5,61.47,9.26,52.21,0.35,0.36,-0.01
Concordia Parish,Louisiana,68,2,66,65.65,9.24,56.41,0.26,0.31,-0.05
De Soto Parish,Louisiana,68,3.2,64.9,68.41,18.48,49.93,1.1,1.08,0.02
East Baton Rouge Parish,Louisiana,70.2,3.1,67.1,61.5,0.88,60.62,-0.16,-0.18,0.02
East Carroll Parish,Louisiana,67.1,3,64.1,60.25,6.91,53.34,0.13,0.12,0.01
East Feliciana Parish,Louisiana,69,2.8,66.3,59.67,-2.3,61.97,-0.47,-0.46,-0.01
Evangeline Parish,Louisiana,69.2,2,67.2,61.77,2.66,59.11,-0.15,-0.11,-0.04
Franklin Parish,Louisiana,67.5,2.4,65,64.01,9.86,54.15,0.34,0.35,-0.01
Grant Parish,Louisiana,67.5,1.9,65.6,77.97,22.14,55.83,1.2,1.23,-0.03
